815;307798;Buritizeiro;MG
816;408957;Butiá;RS
817;135273;Caapiranga;AM
818;374704;Caaporã;PB
819;1066308;Caarapó;MS
820;65121;Caatiba;BA
821;43496;Cabaceiras;PB
822;119266;Cabaceiras do Paraguaçu;BA
823;203236;Cabeceira Grande;MG
824;218672;Cabeceiras;GO
825;51099;Cabeceiras do Piauí;PI
826;2393482;Cabedelo;PB
827;116590;Cabixi;RO
828;7920120;Cabo de Santo Agostinho;PE
829;10677333;Cabo Frio;RJ
830;211142;Cabo Verde;MG
831;74881;Cabrália Paulista;SP
832;3900475;Cabreúva;SP
833;318188;Cabrobó;PE
834;2654379;Caçador;SC
835;3547469;Caçapava;SP
836;724965;Caçapava do Sul;RS
837;125411;Cacaulândia;RO
838;311002;Cacequi;RS
839;1545823;Cáceres;MT
840;448938;Cachoeira;BA
841;258964;Cachoeira Alta;GO
842;36456;Cachoeira da Prata;MG
843;25836;Cachoeira de Goiás;GO
844;228408;Cachoeira de Minas;MG
845;97711;Cachoeira de Pajeú;MG
846;159383;Cachoeira do Arari;PA
847;151011;Cachoeira do Piriá;PA
848;2123850;Cachoeira do Sul;RS
849;102158;Cachoeira dos Índios;PB
850;751864;Cachoeira Dourada;GO
851;66814;Cachoeira Dourada;MG
852;50440;Cachoeira Grande;MA
853;530143;Cachoeira Paulista;SP
854;978685;Cachoeiras de Macacu;RJ
855;162159;Cachoeirinha;PE
856;5983057;Cachoeirinha;RS
857;22140;Cachoeirinha;TO
858;4794299;Cachoeiro de Itapemirim;ES
859;28217;Cacimba de Areia;PB
860;105628;Cacimba de Dentro;PB
861;44514;Cacimbas;PB
862;79564;Cacimbinhas;AL
863;86795;Cacique Doble;RS
864;1807779;Cacoal;RO
865;286045;Caconde;SP
866;567692;Caçu;GO
867;227389;Caculé;BA
868;80907;Caém;BA
869;198479;Caetanópolis;MG
870;73396;Caetanos;BA
871;569734;Caeté;MG
872;194674;Caetés;PE
873;726000;Caetité;BA
874;138879;Cafarnaum;BA
875;52510;Cafeara;PR
876;1363782;Cafelândia;PR
877;333985;Cafelândia;SP
878;72568;Cafezal do Sul;PR
879;50063;Caiabu;SP
880;52943;Caiana;MG
881;444384;Caiapônia;GO
882;137991;Caibaté;RS
883;171802;Caibi;SC
884;55871;Caiçara;PB
885;82666;Caiçara;RS
886;49546;Caiçara do Norte;RN
887;31315;Caiçara do Rio do Vento;RN
888;1017096;Caicó;RN
889;3074160;Caieiras;SP
