1125;Carlos Gomes;RS;0.739;0.732;0.886;0.622
1126;Carmésia;MG;0.650;0.631;0.805;0.540
1127;Carmo;RJ;0.696;0.683;0.813;0.608
1128;Carmo da Cachoeira;MG;0.655;0.672;0.801;0.523
1129;Carmo da Mata;MG;0.689;0.680;0.840;0.572
1130;Carmo de Minas;MG;0.682;0.668;0.845;0.562
1131;Carmo do Cajuru;MG;0.710;0.695;0.853;0.605
1132;Carmo do Paranaíba;MG;0.705;0.713;0.861;0.571
1133;Carmo do Rio Claro;MG;0.733;0.715;0.850;0.649
1134;Carmo do Rio Verde;GO;0.713;0.677;0.824;0.649
1135;Carmolândia;TO;0.640;0.621;0.810;0.521
1136;Carmópolis;SE;0.643;0.623;0.783;0.546
1137;Carmópolis de Minas;MG;0.700;0.694;0.850;0.582
1138;Carnaíba;PE;0.583;0.540;0.727;0.505
1139;Carnaúba dos Dantas;RN;0.659;0.624;0.796;0.577
1140;Carnaubais;RN;0.589;0.583;0.738;0.476
1141;Carnaubal;CE;0.593;0.536;0.760;0.513
1142;Carnaubeira da Penha;PE;0.573;0.491;0.755;0.508
1143;Carneirinho;MG;0.741;0.749;0.873;0.622
1144;Carneiros;AL;0.526;0.517;0.709;0.398
1145;Caroebe;RR;0.639;0.600;0.791;0.549
1146;Carolina;MA;0.634;0.600;0.802;0.529
1147;Carpina;PE;0.680;0.630;0.806;0.619
1148;Carrancas;MG;0.725;0.687;0.877;0.632
1149;Carrapateira;PB;0.603;0.529;0.765;0.543
1150;Carrasco Bonito;TO;0.594;0.543;0.728;0.531
1151;Caruaru;PE;0.677;0.681;0.799;0.569
1152;Carutapera;MA;0.574;0.533;0.747;0.476
1153;Carvalhópolis;MG;0.724;0.688;0.850;0.648
1154;Carvalhos;MG;0.646;0.667;0.820;0.492
1155;Casa Branca;SP;0.730;0.727;0.835;0.640
1156;Casa Grande;MG;0.652;0.608;0.823;0.555
1157;Casa Nova;BA;0.570;0.577;0.736;0.435
1158;Casca;RS;0.785;0.778;0.847;0.733
1159;Cascalho Rico;MG;0.721;0.734;0.845;0.604
1160;Cascavel;CE;0.646;0.587;0.793;0.578
1161;Cascavel;PR;0.782;0.776;0.846;0.728
1162;Caseara;TO;0.658;0.647;0.825;0.534
1163;Caseiros;RS;0.703;0.696;0.833;0.600
1164;Casimiro de Abreu;RJ;0.726;0.734;0.811;0.642
1165;Casinhas;PE;0.567;0.518;0.721;0.489
1166;Casserengue;PB;0.514;0.492;0.730;0.379
1167;Cássia;MG;0.704;0.723;0.837;0.576
1168;Cássia dos Coqueiros;SP;0.734;0.680;0.864;0.673
1169;Cassilândia;MS;0.727;0.756;0.811;0.627
1170;Castanhal;PA;0.673;0.654;0.800;0.582
1171;Castanheira;MT;0.665;0.671;0.800;0.547
1172;Castanheiras;RO;0.658;0.650;0.803;0.547
1173;Castelândia;GO;0.701;0.724;0.823;0.578
1174;Castelo;ES;0.726;0.703;0.852;0.639
1175;Castelo do Piauí;PI;0.587;0.566;0.754;0.473
1176;Castilho;SP;0.731;0.688;0.827;0.686
1177;Castro;PR;0.703;0.704;0.823;0.600
1178;Castro Alves;BA;0.613;0.591;0.774;0.504
1179;Cataguases;MG;0.751;0.718;0.861;0.685
1180;Catalão;GO;0.766;0.769;0.819;0.715
1181;Catanduva;SP;0.785;0.767;0.853;0.740
1182;Catanduvas;PR;0.678;0.677;0.805;0.573
1183;Catanduvas;SC;0.714;0.723;0.806;0.625
1184;Catarina;CE;0.618;0.551;0.764;0.560
1185;Catas Altas;MG;0.684;0.665;0.828;0.582
1186;Catas Altas da Noruega;MG;0.600;0.588;0.799;0.460
1187;Catende;PE;0.609;0.578;0.760;0.515
1188;Catiguá;SP;0.751;0.734;0.852;0.676
1189;Catingueira;PB;0.574;0.553;0.753;0.455
1190;Catolândia;BA;0.582;0.554;0.786;0.452
1191;Catolé do Rocha;PB;0.640;0.617;0.787;0.539
1192;Catu;BA;0.677;0.660;0.814;0.578
1193;Catuípe;RS;0.739;0.763;0.842;0.627
1194;Catuji;MG;0.540;0.534;0.771;0.382
1195;Catunda;CE;0.609;0.537;0.717;0.587
1196;Caturaí;GO;0.664;0.665;0.815;0.540
1197;Caturama;BA;0.571;0.543;0.770;0.446
1198;Caturité;PB;0.623;0.617;0.782;0.502
1199;Catuti;MG;0.621;0.563;0.773;0.549
1200;Caucaia;CE;0.682;0.620;0.808;0.632
1201;Cavalcante;GO;0.584;0.595;0.808;0.415
1202;Caxambu;MG;0.743;0.770;0.848;0.629
1203;Caxambu do Sul;SC;0.691;0.725;0.870;0.523
1204;Caxias;MA;0.624;0.595;0.753;0.543
1205;Caxias do Sul;RS;0.782;0.812;0.860;0.686
1206;Caxingó;PI;0.488;0.498;0.708;0.329
1207;Ceará-Mirim;RN;0.616;0.599;0.774;0.505
1208;Cedral;MA;0.605;0.520;0.748;0.570
1209;Cedral;SP;0.766;0.749;0.872;0.689
1210;Cedro;CE;0.627;0.592;0.753;0.553
1211;Cedro;PE;0.615;0.565;0.717;0.573
1212;Cedro de São João;SE;0.623;0.608;0.731;0.543
1213;Cedro do Abaeté;MG;0.678;0.641;0.801;0.608
1214;Celso Ramos;SC;0.719;0.651;0.826;0.692
1215;Centenário;RS;0.701;0.707;0.856;0.569
1216;Centenário;TO;0.569;0.571;0.700;0.461
1217;Centenário do Sul;PR;0.668;0.686;0.791;0.549
1218;Central;BA;0.596;0.540;0.728;0.538
1219;Central de Minas;MG;0.665;0.663;0.823;0.540
1220;Central do Maranhão;MA;0.585;0.503;0.713;0.557
1221;Centralina;MG;0.678;0.654;0.853;0.558
1222;Centro do Guilherme;MA;0.542;0.510;0.707;0.442
1223;Centro Novo do Maranhão;MA;0.518;0.508;0.717;0.382
1224;Cerejeiras;RO;0.692;0.688;0.799;0.602
1225;Ceres;GO;0.775;0.753;0.842;0.733
1226;Cerqueira César;SP;0.729;0.710;0.821;0.666
1227;Cerquilho;SP;0.782;0.758;0.854;0.739
1228;Cerrito;RS;0.649;0.657;0.824;0.504
1229;Cerro Azul;PR;0.573;0.604;0.797;0.391
1230;Cerro Branco;RS;0.661;0.671;0.816;0.527
1231;Cerro Corá;RN;0.607;0.573;0.754;0.518
1232;Cerro Grande;RS;0.674;0.676;0.803;0.563
1233;Cerro Grande do Sul;RS;0.660;0.673;0.855;0.499
1234;Cerro Largo;RS;0.764;0.752;0.849;0.698
1235;Cerro Negro;SC;0.621;0.634;0.829;0.455
1236;Cesário Lange;SP;0.706;0.715;0.804;0.611
1237;Céu Azul;PR;0.732;0.732;0.812;0.659
1238;Cezarina;GO;0.711;0.684;0.807;0.652
1239;Chã de Alegria;PE;0.604;0.546;0.762;0.529
1240;Chã Grande;PE;0.599;0.603;0.803;0.443
1241;Chã Preta;AL;0.575;0.537;0.737;0.481
1242;Chácara;MG;0.664;0.650;0.878;0.512
1243;Chalé;MG;0.655;0.636;0.787;0.561
1244;Chapada;RS;0.757;0.752;0.849;0.679
1245;Chapada da Natividade;TO;0.620;0.590;0.814;0.497
1246;Chapada de Areia;TO;0.619;0.619;0.726;0.529
1247;Chapada do Norte;MG;0.598;0.571;0.798;0.469
1248;Chapada dos Guimarães;MT;0.688;0.677;0.833;0.578
1249;Chapada Gaúcha;MG;0.635;0.573;0.820;0.546
1250;Chapadão do Céu;GO;0.742;0.748;0.837;0.652
1251;Chapadão do Lageado;SC;0.704;0.680;0.833;0.616
1252;Chapadão do Sul;MS;0.754;0.758;0.850;0.665
1253;Chapadinha;MA;0.604;0.554;0.770;0.517
1254;Chapecó;SC;0.790;0.779;0.871;0.727
1255;Charqueada;SP;0.736;0.720;0.820;0.675
1256;Charqueadas;RS;0.747;0.726;0.870;0.659
1257;Charrua;RS;0.620;0.699;0.885;0.385
1258;Chaval;CE;0.586;0.524;0.716;0.536
1259;Chavantes;SP;0.729;0.713;0.828;0.655
1260;Chaves;PA;0.453;0.516;0.769;0.234
1261;Chiador;MG;0.711;0.742;0.868;0.559
1262;Chiapetta;RS;0.732;0.702;0.850;0.657
1263;Chopinzinho;PR;0.740;0.740;0.817;0.671
1264;Choró;CE;0.585;0.493;0.778;0.523
1265;Chorozinho;CE;0.604;0.570;0.742;0.522
1266;Chorrochó;BA;0.600;0.552;0.779;0.503
1267;Chuí;RS;0.706;0.676;0.792;0.658
1268;Chupinguaia;RO;0.652;0.659;0.820;0.514
1269;Chuvisca;RS;0.616;0.655;0.818;0.437
1270;Cianorte;PR;0.755;0.747;0.841;0.685
1271;Cícero Dantas;BA;0.585;0.590;0.712;0.477
1272;Cidade Gaúcha;PR;0.718;0.712;0.805;0.645
1273;Cidade Ocidental;GO;0.717;0.706;0.814;0.641
1274;Cidelândia;MA;0.600;0.562;0.728;0.529
1275;Cidreira;RS;0.729;0.730;0.848;0.625
1276;Cipó;BA;0.601;0.589;0.744;0.496
1277;Cipotânea;MG;0.579;0.592;0.750;0.437
1278;Ciríaco;RS;0.719;0.724;0.855;0.600
1279;Claraval;MG;0.698;0.687;0.848;0.584
1280;Claro dos Poções;MG;0.670;0.601;0.799;0.625
1281;Cláudia;MT;0.699;0.719;0.809;0.586
1282;Cláudio;MG;0.709;0.701;0.846;0.602
1283;Clementina;SP;0.725;0.704;0.821;0.660
1284;Clevelândia;PR;0.694;0.718;0.813;0.573
1285;Coaraci;BA;0.613;0.615;0.762;0.491
1286;Coari;AM;0.586;0.606;0.780;0.425
1287;Cocal;PI;0.497;0.516;0.712;0.334
1288;Cocal de Telha;PI;0.555;0.550;0.780;0.399
1289;Cocal do Sul;SC;0.780;0.747;0.859;0.740
1290;Cocal dos Alves;PI;0.498;0.504;0.779;0.315
1291;Cocalinho;MT;0.660;0.674;0.807;0.528
1292;Cocalzinho de Goiás;GO;0.657;0.648;0.826;0.531
1293;Cocos;BA;0.596;0.558;0.805;0.471
1294;Codajás;AM;0.563;0.546;0.775;0.421
1295;Codó;MA;0.595;0.568;0.754;0.492
1296;Coelho Neto;MA;0.564;0.544;0.728;0.454
1297;Coimbra;MG;0.669;0.649;0.825;0.558
1298;Coité do Nóia;AL;0.533;0.520;0.730;0.398
1299;Coivaras;PI;0.565;0.543;0.732;0.453
1300;Colares;PA;0.602;0.541;0.763;0.528
1301;Colatina;ES;0.746;0.738;0.841;0.668
1302;Colíder;MT;0.713;0.732;0.819;0.604
1303;Colina;SP;0.757;0.720;0.845;0.712
1304;Colinas;MA;0.596;0.571;0.709;0.524
1305;Colinas;RS;0.765;0.786;0.840;0.678
1306;Colinas do Sul;GO;0.658;0.633;0.820;0.549
1307;Colinas do Tocantins;TO;0.701;0.690;0.814;0.614
1308;Colméia;TO;0.671;0.645;0.816;0.574
1309;Colniza;MT;0.611;0.633;0.815;0.443
1310;Colômbia;SP;0.710;0.689;0.802;0.647
1311;Colombo;PR;0.733;0.715;0.870;0.632
1312;Colônia do Gurguéia;PI;0.628;0.578;0.778;0.550
1313;Colônia do Piauí;PI;0.588;0.570;0.772;0.462
1314;Colônia Leopoldina;AL;0.517;0.548;0.693;0.363
1315;Colorado;PR;0.730;0.747;0.804;0.649
1316;Colorado;RS;0.758;0.775;0.835;0.674
1317;Colorado do Oeste;RO;0.685;0.676;0.814;0.584
1318;Coluna;MG;0.583;0.590;0.782;0.430
1319;Combinado;TO;0.697;0.649;0.815;0.639
1320;Comendador Gomes;MG;0.697;0.703;0.850;0.566
1321;Comendador Levy Gasparian;RJ;0.685;0.676;0.785;0.605
1322;Comercinho;MG;0.593;0.566;0.797;0.462
1323;Comodoro;MT;0.689;0.687;0.840;0.567
1324;Conceição;PB;0.592;0.577;0.754;0.476
1325;Conceição da Aparecida;MG;0.691;0.688;0.847;0.566
1326;Conceição da Barra;ES;0.681;0.648;0.810;0.603
1327;Conceição da Barra de Minas;MG;0.685;0.668;0.815;0.590
1328;Conceição da Feira;BA;0.634;0.606;0.766;0.548
1329;Conceição das Alagoas;MG;0.712;0.734;0.862;0.570
1330;Conceição das Pedras;MG;0.668;0.642;0.821;0.566
1331;Conceição de Ipanema;MG;0.676;0.664;0.825;0.565
1332;Conceição de Macabu;RJ;0.712;0.698;0.806;0.642
1333;Conceição do Almeida;BA;0.606;0.578;0.805;0.479
1334;Conceição do Araguaia;PA;0.640;0.631;0.770;0.540
1335;Conceição do Canindé;PI;0.589;0.559;0.759;0.482
1336;Conceição do Castelo;ES;0.670;0.685;0.810;0.541
1337;Conceição do Coité;BA;0.611;0.587;0.752;0.517
1338;Conceição do Jacuípe;BA;0.663;0.630;0.799;0.579
1339;Conceição do Lago-Açu;MA;0.512;0.492;0.738;0.370
1340;Conceição do Mato Dentro;MG;0.634;0.622;0.794;0.517
1341;Conceição do Pará;MG;0.700;0.687;0.850;0.588
1342;Conceição do Rio Verde;MG;0.665;0.675;0.834;0.522
1343;Conceição do Tocantins;TO;0.592;0.588;0.739;0.478
1344;Conceição dos Ouros;MG;0.703;0.668;0.842;0.618
1345;Conchal;SP;0.708;0.699;0.827;0.614
1346;Conchas;SP;0.736;0.725;0.837;0.658
1347;Concórdia;SC;0.800;0.777;0.872;0.756
1348;Concórdia do Pará;PA;0.566;0.560;0.741;0.438
1349;Condado;PB;0.594;0.573;0.769;0.476
1350;Condado;PE;0.602;0.581;0.713;0.527
1351;Conde;BA;0.560;0.551;0.705;0.451
1352;Conde;PB;0.618;0.591;0.797;0.500
1353;Condeúba;BA;0.582;0.559;0.789;0.447
1354;Condor;RS;0.747;0.735;0.852;0.666
1355;Cônego Marinho;MG;0.621;0.550;0.799;0.544
1356;Confins;MG;0.747;0.706;0.830;0.711
1357;Confresa;MT;0.668;0.660;0.812;0.556
1358;Congo;PB;0.581;0.562;0.731;0.477
1359;Congonhal;MG;0.712;0.681;0.847;0.626
1360;Congonhas;MG;0.753;0.732;0.877;0.665
1361;Congonhas do Norte;MG;0.568;0.566;0.746;0.433
1362;Congonhinhas;PR;0.668;0.655;0.809;0.562
1363;Conquista;MG;0.729;0.714;0.877;0.618
1364;Conquista D'Oeste;MT;0.718;0.707;0.807;0.650
1365;Conselheiro Lafaiete;MG;0.761;0.736;0.860;0.697
1366;Conselheiro Mairinck;PR;0.707;0.675;0.806;0.650
1367;Conselheiro Pena;MG;0.662;0.646;0.837;0.537
1368;Consolação;MG;0.673;0.627;0.806;0.602
1369;Constantina;RS;0.754;0.726;0.885;0.668
1370;Contagem;MG;0.756;0.745;0.832;0.697
1371;Contenda;PR;0.681;0.697;0.816;0.555
1372;Contendas do Sincorá;BA;0.577;0.579;0.695;0.477
1373;Coqueiral;MG;0.694;0.663;0.838;0.601
1374;Coqueiro Baixo;RS;0.692;0.703;0.886;0.532
1375;Coqueiro Seco;AL;0.586;0.582;0.757;0.457
1376;Coqueiros do Sul;RS;0.746;0.806;0.840;0.614
1377;Coração de Jesus;MG;0.642;0.575;0.808;0.570
1378;Coração de Maria;BA;0.592;0.558;0.762;0.489
1379;Corbélia;PR;0.738;0.728;0.807;0.683
1380;Cordeiro;RJ;0.729;0.724;0.826;0.649
1381;Cordeirópolis;SP;0.758;0.754;0.858;0.674
1382;Cordeiros;BA;0.579;0.561;0.763;0.454
1383;Cordilheira Alta;SC;0.747;0.735;0.855;0.662
1384;Cordisburgo;MG;0.656;0.644;0.786;0.558
1385;Cordislândia;MG;0.660;0.654;0.807;0.544
1386;Coreaú;CE;0.610;0.526;0.758;0.568
1387;Coremas;PB;0.592;0.578;0.794;0.452
1388;Corguinho;MS;0.671;0.684;0.830;0.531
1389;Coribe;BA;0.600;0.545;0.807;0.491
1390;Corinto;MG;0.680;0.664;0.842;0.562
1391;Cornélio Procópio;PR;0.759;0.746;0.848;0.692
1392;Coroaci;MG;0.626;0.613;0.811;0.493
1393;Coroados;SP;0.719;0.704;0.816;0.648
1394;Coroatá;MA;0.576;0.545;0.737;0.475
1395;Coromandel;MG;0.708;0.730;0.860;0.565
1396;Coronel Barros;RS;0.744;0.793;0.852;0.610
1397;Coronel Bicaco;RS;0.665;0.667;0.803;0.550
1398;Coronel Domingos Soares;PR;0.600;0.609;0.792;0.447
1399;Coronel Ezequiel;RN;0.587;0.545;0.778;0.476
1400;Coronel Fabriciano;MG;0.755;0.715;0.865;0.696
1401;Coronel Freitas;SC;0.744;0.732;0.860;0.653
1402;Coronel João Pessoa;RN;0.578;0.549;0.748;0.471
1403;Coronel João Sá;BA;0.535;0.545;0.716;0.392
1404;Coronel José Dias;PI;0.546;0.518;0.725;0.433
1405;Coronel Macedo;SP;0.690;0.653;0.811;0.619
1406;Coronel Martins;SC;0.696;0.678;0.816;0.609
1407;Coronel Murta;MG;0.627;0.578;0.784;0.543
1408;Coronel Pacheco;MG;0.669;0.673;0.789;0.565
1409;Coronel Pilar;RS;0.727;0.766;0.835;0.600
1410;Coronel Sapucaia;MS;0.589;0.607;0.806;0.417
1411;Coronel Vivida;PR;0.723;0.714;0.810;0.653
1412;Coronel Xavier Chaves;MG;0.677;0.670;0.823;0.563
1413;Córrego Danta;MG;0.692;0.683;0.844;0.575
1414;Córrego do Bom Jesus;MG;0.692;0.665;0.840;0.592
1415;Córrego do Ouro;GO;0.686;0.696;0.803;0.578
1416;Córrego Fundo;MG;0.678;0.657;0.795;0.597
1417;Córrego Novo;MG;0.632;0.596;0.805;0.525
1418;Correia Pinto;SC;0.702;0.701;0.804;0.614
1419;Corrente;PI;0.642;0.620;0.789;0.540
1420;Correntes;PE;0.536;0.551;0.726;0.385
1421;Correntina;BA;0.603;0.575;0.792;0.481
1422;Cortês;PE;0.568;0.541;0.707;0.478
1423;Corumbá;MS;0.700;0.701;0.834;0.586
1424;Corumbá de Goiás;GO;0.680;0.665;0.829;0.571
1425;Corumbaíba;GO;0.698;0.703;0.831;0.582
1426;Corumbataí;SP;0.754;0.728;0.841;0.700
1427;Corumbataí do Sul;PR;0.638;0.632;0.790;0.520
1428;Corumbiara;RO;0.613;0.630;0.774;0.473
1429;Corupá;SC;0.780;0.768;0.873;0.707
1430;Coruripe;AL;0.626;0.591;0.769;0.541
1431;Cosmópolis;SP;0.769;0.746;0.876;0.697
1432;Cosmorama;SP;0.722;0.705;0.849;0.630
1433;Costa Marques;RO;0.611;0.616;0.751;0.493
1434;Costa Rica;MS;0.706;0.717;0.811;0.606
1435;Cotegipe;BA;0.590;0.545;0.746;0.504
1436;Cotia;SP;0.780;0.789;0.851;0.707
1437;Cotiporã;RS;0.741;0.767;0.835;0.636
1438;Cotriguaçu;MT;0.601;0.623;0.825;0.423
1439;Couto de Magalhães de Minas;MG;0.659;0.600;0.807;0.592
1440;Couto Magalhães;TO;0.605;0.574;0.760;0.508
1441;Coxilha;RS;0.706;0.693;0.866;0.586
1442;Coxim;MS;0.703;0.719;0.836;0.579
1443;Coxixola;PB;0.641;0.586;0.794;0.567
1444;Craíbas;AL;0.525;0.517;0.687;0.408
1445;Crateús;CE;0.644;0.618;0.787;0.550
1446;Crato;CE;0.713;0.655;0.822;0.673
1447;Cravinhos;SP;0.756;0.737;0.857;0.683
1448;Cravolândia;BA;0.599;0.559;0.765;0.503
1449;Criciúma;SC;0.788;0.786;0.846;0.737
1450;Crisólita;MG;0.585;0.579;0.799;0.432
1451;Crisópolis;BA;0.543;0.542;0.765;0.387
1452;Crissiumal;RS;0.712;0.702;0.835;0.616
1453;Cristais;MG;0.692;0.736;0.859;0.525
1454;Cristais Paulista;SP;0.734;0.723;0.802;0.682
1455;Cristal;RS;0.644;0.687;0.826;0.471
1456;Cristal do Sul;RS;0.660;0.641;0.826;0.542
1457;Cristalândia;TO;0.673;0.663;0.805;0.570
1458;Cristalândia do Piauí;PI;0.573;0.521;0.770;0.469
1459;Cristália;MG;0.583;0.518;0.795;0.482
1460;Cristalina;GO;0.699;0.716;0.814;0.587
1461;Cristiano Otoni;MG;0.695;0.651;0.823;0.626
1462;Cristianópolis;GO;0.688;0.703;0.838;0.554
1463;Cristina;MG;0.668;0.645;0.842;0.550
1464;Cristinápolis;SE;0.553;0.540;0.755;0.414
1465;Cristino Castro;PI;0.566;0.586;0.713;0.434
1466;Cristópolis;BA;0.614;0.546;0.766;0.553
1467;Crixás;GO;0.708;0.706;0.805;0.625
1468;Crixás do Tocantins;TO;0.644;0.603;0.798;0.555
1469;Croatá;CE;0.590;0.497;0.760;0.544
1470;Cromínia;GO;0.706;0.692;0.803;0.634
1471;Crucilândia;MG;0.651;0.653;0.816;0.518
1472;Cruz;CE;0.632;0.573;0.752;0.586
1473;Cruz Alta;RS;0.750;0.754;0.858;0.653
1474;Cruz das Almas;BA;0.699;0.659;0.796;0.650
1475;Cruz do Espírito Santo;PB;0.552;0.531;0.778;0.408
1476;Cruz Machado;PR;0.664;0.635;0.845;0.545
1477;Cruzália;SP;0.774;0.698;0.853;0.778
1478;Cruzaltense;RS;0.719;0.724;0.849;0.605
1479;Cruzeiro;SP;0.788;0.742;0.871;0.758
1480;Cruzeiro da Fortaleza;MG;0.696;0.720;0.832;0.562
1481;Cruzeiro do Iguaçu;PR;0.709;0.703;0.792;0.641
1482;Cruzeiro do Oeste;PR;0.717;0.698;0.825;0.640
1483;Cruzeiro do Sul;AC;0.664;0.648;0.776;0.582
1484;Cruzeiro do Sul;PR;0.713;0.682;0.828;0.641
1485;Cruzeiro do Sul;RS;0.723;0.746;0.833;0.607
1486;Cruzeta;RN;0.654;0.602;0.748;0.621
1487;Cruzília;MG;0.695;0.671;0.853;0.587
1488;Cruzmaltina;PR;0.666;0.650;0.768;0.593
1489;Cubatão;SP;0.737;0.716;0.821;0.681
1490;Cubati;PB;0.566;0.545;0.742;0.448
1491;Cuiabá;MT;0.785;0.800;0.834;0.726
1492;Cuité;PB;0.591;0.574;0.766;0.470
1493;Cuité de Mamanguape;PB;0.524;0.529;0.683;0.398
1494;Cuitegi;PB;0.570;0.563;0.732;0.450
1495;Cujubim;RO;0.612;0.663;0.789;0.439
1496;Cumari;GO;0.737;0.744;0.819;0.657
1497;Cumaru;PE;0.572;0.553;0.720;0.470
1498;Cumaru do Norte;PA;0.550;0.635;0.795;0.330
1499;Cumbe;SE;0.604;0.576;0.748;0.512
1500;Cunha;SP;0.684;0.672;0.826;0.576
1501;Cunha Porã;SC;0.742;0.744;0.804;0.682
1502;Cunhataí;SC;0.754;0.777;0.886;0.623
1503;Cuparaque;MG;0.627;0.621;0.798;0.497
1504;Cupira;PE;0.592;0.601;0.763;0.453
1505;Curaçá;BA;0.581;0.544;0.778;0.463
1506;Curimatá;PI;0.607;0.574;0.741;0.527
1507;Curionópolis;PA;0.636;0.592;0.809;0.536
1508;Curitiba;PR;0.823;0.850;0.855;0.768
1509;Curitibanos;SC;0.721;0.716;0.846;0.620
1510;Curiúva;PR;0.656;0.649;0.795;0.546
1511;Currais;PI;0.542;0.490;0.743;0.438
1512;Currais Novos;RN;0.691;0.673;0.794;0.617
1513;Curral de Cima;PB;0.529;0.528;0.715;0.392
1514;Curral de Dentro;MG;0.585;0.571;0.759;0.462
1515;Curral Novo do Piauí;PI;0.527;0.506;0.685;0.422
1516;Curral Velho;PB;0.606;0.613;0.739;0.491
1517;Curralinho;PA;0.502;0.508;0.769;0.323
1518;Curralinhos;PI;0.555;0.512;0.762;0.438
1519;Curuá;PA;0.578;0.501;0.780;0.495
1520;Curuçá;PA;0.582;0.542;0.758;0.480
1521;Cururupu;MA;0.612;0.568;0.768;0.525
1522;Curvelândia;MT;0.690;0.658;0.811;0.615
1523;Curvelo;MG;0.713;0.689;0.851;0.617
1524;Custódia;PE;0.594;0.607;0.706;0.489
1525;Cutias;AP;0.628;0.576;0.760;0.566
1526;Damianópolis;GO;0.654;0.614;0.815;0.558
1527;Damião;PB;0.521;0.503;0.720;0.391
1528;Damolândia;GO;0.697;0.688;0.819;0.600
1529;Darcinópolis;TO;0.581;0.597;0.764;0.429
1530;Dário Meira;BA;0.540;0.522;0.771;0.392
1531;Datas;MG;0.616;0.590;0.756;0.524
1532;David Canabarro;RS;0.762;0.740;0.870;0.688
1533;Davinópolis;GO;0.716;0.702;0.862;0.606
1534;Davinópolis;MA;0.607;0.561;0.747;0.535
1535;Delfim Moreira;MG;0.669;0.649;0.837;0.552
1536;Delfinópolis;MG;0.740;0.702;0.872;0.661
1537;Delmiro Gouveia;AL;0.612;0.599;0.774;0.494
1538;Delta;MG;0.639;0.672;0.808;0.481
1539;Demerval Lobão;PI;0.618;0.588;0.781;0.515
1540;Denise;MT;0.683;0.672;0.802;0.590
1541;Deodápolis;MS;0.694;0.693;0.810;0.595
1542;Deputado Irapuan Pinheiro;CE;0.609;0.542;0.742;0.562
1543;Derrubadas;RS;0.707;0.664;0.846;0.628
1544;Descalvado;SP;0.760;0.740;0.865;0.687
1545;Descanso;SC;0.743;0.741;0.854;0.647
1546;Descoberto;MG;0.680;0.657;0.798;0.599
1547;Desterro;PB;0.580;0.551;0.724;0.490
1548;Desterro de Entre Rios;MG;0.639;0.607;0.802;0.536
1549;Desterro do Melo;MG;0.631;0.618;0.809;0.503
1550;Dezesseis de Novembro;RS;0.654;0.625;0.809;0.553
1551;Diadema;SP;0.757;0.717;0.844;0.716
1552;Diamante;PB;0.593;0.562;0.748;0.496
1553;Diamante do Norte;PR;0.723;0.699;0.824;0.657
1554;Diamante do Sul;PR;0.608;0.605;0.777;0.479
1555;Diamante D'Oeste;PR;0.644;0.647;0.776;0.532
1556;Diamantina;MG;0.716;0.693;0.839;0.632
1557;Diamantino;MT;0.718;0.714;0.831;0.625
1558;Dianópolis;TO;0.701;0.673;0.822;0.624
1559;Dias D'Ávila;BA;0.676;0.651;0.811;0.584
1560;Dilermando de Aguiar;RS;0.648;0.681;0.864;0.463
1561;Diogo de Vasconcelos;MG;0.601;0.578;0.811;0.464
1562;Dionísio;MG;0.702;0.651;0.821;0.647
1563;Dionísio Cerqueira;SC;0.706;0.703;0.820;0.610
1564;Diorama;GO;0.729;0.663;0.841;0.696
1565;Dirce Reis;SP;0.741;0.686;0.842;0.704
1566;Dirceu Arcoverde;PI;0.561;0.563;0.718;0.436
1567;Divina Pastora;SE;0.610;0.571;0.753;0.527
1568;Divinésia;MG;0.657;0.645;0.785;0.559
1569;Divino;MG;0.605;0.639;0.823;0.421
1570;Divino das Laranjeiras;MG;0.661;0.624;0.811;0.571
1571;Divino de São Lourenço;ES;0.632;0.622;0.819;0.496
1572;Divinolândia;SP;0.734;0.720;0.850;0.645
1573;Divinolândia de Minas;MG;0.623;0.603;0.812;0.495
1574;Divinópolis;MG;0.764;0.753;0.844;0.702
1575;Divinópolis de Goiás;GO;0.653;0.624;0.813;0.550
1576;Divinópolis do Tocantins;TO;0.683;0.667;0.816;0.585
1577;Divisa Alegre;MG;0.608;0.603;0.723;0.515
1578;Divisa Nova;MG;0.670;0.660;0.801;0.570
1579;Divisópolis;MG;0.609;0.577;0.802;0.489
1580;Dobrada;SP;0.718;0.691;0.818;0.655
1581;Dois Córregos;SP;0.725;0.725;0.853;0.616
1582;Dois Irmãos;RS;0.743;0.763;0.848;0.633
1583;Dois Irmãos das Missões;RS;0.670;0.646;0.797;0.585
1584;Dois Irmãos do Buriti;MS;0.639;0.640;0.773;0.528
1585;Dois Irmãos do Tocantins;TO;0.583;0.551;0.813;0.442
1586;Dois Lajeados;RS;0.757;0.775;0.837;0.670
1587;Dois Riachos;AL;0.532;0.513;0.762;0.385
1588;Dois Vizinhos;PR;0.767;0.747;0.850;0.711
1589;Dolcinópolis;SP;0.742;0.699;0.825;0.709
1590;Dom Aquino;MT;0.690;0.687;0.806;0.593
1591;Dom Basílio;BA;0.591;0.547;0.783;0.482
1592;Dom Bosco;MG;0.673;0.627;0.815;0.597
1593;Dom Cavati;MG;0.688;0.660;0.784;0.630
1594;Dom Eliseu;PA;0.615;0.606;0.763;0.502
1595;Dom Expedito Lopes;PI;0.601;0.583;0.762;0.488
1596;Dom Feliciano;RS;0.587;0.633;0.818;0.390
